quesId,title,personId
35895629,Data Migration from one cloud another cloud,6040205
35895530,sql syntax is not working with group by clause,4810628
35895296,Subquery in join can't reach object outside of the subquery,2466763
35895295,Slow count while inner joining tables in PostgreSQL,1096846
35896349,Increment internal redmine counters,3297473
35894409,Database XML field with constraints,5935274
35894305,Upload data in star data warehouse,5996017
35893552,Using ROLLBACK Transaction Control to undo changes made to the data in PHP,6001772
35893313,MySQL query slow with FULLTEXT index,2442802
35893266,Display those employees whose salary is less than his manger but more than the salary of any other manager using ORACLE SQL query,5014391
35893119,Error While Restoring Database into SQL server 2008 R2,3812696
35893007,Which time series database as an alternative to InfluxDB?,2599201
35892762,Replace all characters to ascii in postgresql,2175079
35892683,How to insert UIImage as blob using sqlite3_exec in objective-c,2701
35892619,PYODBC error 07002 - Too few parameters,4668738
8451105,How to simulate C# thread starvation,856132
8241864,Are resources disposed even if an exception is thrown in a using block? [duplicate],856132
8706139,What happens when one places a semi-colon after a while loop's condition?,856132
8909091,How to successfully cause deadlock [closed],856132
12885371,Assembly reference not found in XAML  but code compiles when referenced in xaml.cs class,856132
13728044,TreeView/TreeViewItem ControlTemplates with dotted lines,856132
12885371,Assembly reference not found in XAML  but code compiles when referenced in xaml.cs class,856132
8661011,Other programs used to make C/C++ desktop applications besides Visual studio?,1115506
9648592,Fastest data structure to check if a property within a list of objects matches,856132
35896155,pyinstaller .exe cannot find 'dateutil.tz.__init__.tz',1909927
35896155,pyinstaller .exe cannot find 'dateutil.tz.__init__.tz',1909927
35896155,pyinstaller .exe cannot find 'dateutil.tz.__init__.tz',1909927
35896155,pyinstaller .exe cannot find 'dateutil.tz.__init__.tz',1909927
11335722,Pyinstaller: ImportError: cannot import name QtGui,962391
19661211,wxpython exe not building with pyinstaller,936911
20574872,Can't (.exe) my 300 line program using Cx_freeze or PyInstaller. (Matplotlib/Scipy),3100281
22211392,Exe from pyinstaller fails when using -F option. Okay without that option,3385794
25557693,Pyinstaller scrapy error:,2983116
27667925,PyInstaller and PyCrypto on Ubuntu,3467698
30203575,Import error when running pyinstaller app,2891462
31085806,How can I make PyInstaller work when using netCDF4?,1923978
31864599,Kivy package for windows gives ssl.SSLError: [SSL: CERTIFICATE_VERIFY_FAILED],5199504
33983636,ImportError: DLL load failed pyinstaller,5316122
35896263,Main loop with if statement not working properly,6015867
35896126,Get variable outside exception Python,6017891
35895864,what is the difference between cmd and idle when using tqdm?,5644961
35895721,How to load string from text file to kivy label  Python 3.5,6025336
35894766,How to correctly place return False statement in a Tree method?,5516188
35894599,How to use python to search in a file and only print text with a value of A and &gt; 0,5913017
35893962,Reset print function in python,1129313
35892689,create a list from a for loop output [Python],6029333
35891780,Customizing Dictionary Class Override Issue With __getattribute__,1087908
35891253,python 32 invalid syntax but works in python 2,6039277
35895135,How to include a pandas boxplot in a tex document?,4457601
35891494,Matplotlib histogram is adding a small bar at the second histogram bin,2280509
35891245,Need to plot a scatter plot with independent variable and dependant variable with positive and negatives,5157772
35890738,Change the colour of a matplotlib histogram bin bar given a value,1510846
35889495,Importing Matplotlib.pyplot: DLL load failed,6038916
35887058,Varying arrow length in 3D quiver in matplotlib,1970609
35886800,Why I am receiving an error about '%pylab inline' in PyCharm?,6038183
35885693,Debug TypeError: unhashable type: 'numpy.ndarray',4706745
35884691,How to change Path for TCL_LIBRARY and TK_LIBRARY in Windows 10?,5800979
35884330,How to plot multiple regression 3D plot in python,2738815
35881336,Meaning of cmap in contourf,4437416
35881290,How to get the label on bar plot/stacked bar plot in matplotlib?,6037067
35888567,Python Kivy Screen Manager,4132817
35885482,Kivy canvas.before Renders on Top of Children Widgets,6002700
35872322,Referencing id of dynamically created widget in Kivy,5769958
35871086,Kivy accessibility for screen readers,1516150
35856891,How can I make a lot of buttons at dynamic in kv language?,5842502
35851185,Which component should be used for time selector in Kivy,3388005
35841696,Kivy reload Buttons(via function)on app startup,5445309
35835471,Kivy understand self.pos and self.size,5151542
35834476,Understanding Kivy properities and binding methods,5769958
35833772,Kivy references across screens,3399066
35830999,Change the label size depending on the text,5726823
35822885,Use Kivy app while excel file is being built,6024179
35820330,Why am I not able to set a variable as none [on hold],6020559
35878590,PyInstaller returning error -1,2014141
35872398,Failing to create a python executable in windows,6035210
35862719,“Fatal Error!” message for .exe obtained with pyinstaller,5935277
35861694,pyinstaller with matplotlib windows,6033028
35860888,Using PyInstaller - Please Help Explain,6031276
35854632,PyInstaller and MayaVi,2386690
35841969,Python portable pyinstaller,4493079
35841548,PyInstaller / py2exe distribution is too large,2637107
35829717,Python Sklearn cant use with pyinstaller,5993218
35825516,Cannot complete Google Drive authentication in exe file,3070181
35825273,Trouble freezing PyQt5 app with PyInstaller on OS X,6024820
35822378,How to make a single-file executable python 2.7 x64 on windows?,2052889
35812927,Python exe requires *.py file used to make it to be in current directory,5502422
35811448,Pyinstaller Jinja2 TemplateNotFound,4162778
17737203,Python and Virtualenv on Windows,1460697
21584718,File Formatting to csv,1942289
24939676,Python - “IOError: [Errno 13] Permission denied” when running cron job but not when running from command line,3776220
29144136,4x4 Grid in python?,4547450
29364943,How to write a function for barchart in python?,4732421
35600047,Error while opening JSON-object in Python,5611709
23649176,How to disable doubleclick ActionButton in ActionGroups in Kivy?,1909927
23968080,Kivy Canvas redrawing after touch event,1909927
28024050,multiple savefig() 's with different styles,1909927
35896693,Vagrant - cache RPM's for faster provision,2838491
35896693,Vagrant - cache RPM's for faster provision,2838491
35896693,Vagrant - cache RPM's for faster provision,2838491
35896693,Vagrant - cache RPM's for faster provision,2838491
35896693,Vagrant - cache RPM's for faster provision,2838491
8762542,Provisioning failing with Chef  Vagrant on Mac 10.7.2,277260
16647069,Should I use Vagrant or Docker for creating an isolated environment?,1345376
19879747,Vagrant provisioning shell vs puppet vs chef,1267056
23935138,Cannot clone private repo from Vagrant provision file,750144
24771595,Vagrant Shell Provisioning runs but fails,501975
25497522,use vagrant to provision simple mysql setup (with shell provisioner),720486
29569573,Updating .bashrc and environment variables during Vagrant provisioning,250962
33416134,Provision Vagrant Linux VM with another Vagrant Linux VM running Ansible,1267780
34209998,Cannot create virtualenv environment right after installing `zlib-devel` on a Vagrant centos/7 box,2657283
35032952,Vagrant up wit puppet =&gt; install compass,919902
35895389,Installing redhawk from source on centos6.7 — version conflicts,6008376
35892854,How can i send an email on cp (copy) or rm (remove) command in linux,2594108
35892786,How to set order in init scripts?,4186007
35889690,Instead of the redmine UI  file structure opening in Installation of redmine 3.2 on centos 7,1670478
35880292,Unable to start redis,2921276
35879067,Conflicts with Installing ever since I updated PHP,1011332
35878505,centos routing - sending traffic to wrong gateway,6036488
35877286,Gzip not working - nginx,3486112
35876955,Can't import python module even after sys.path.append,3827333
35876365,The neural networks is compiled but the training does not start,5256563
35894966,Vagrant provisioning and version control,1185072
35892711,How can I customize the output while 'vagrant up' runs?,1651840
35890190,cloud-config not being read,4579132
35887851,Installing Cassandra +Spark on Windows using Vagrant,397940
35886635,404 Not found error when tring to access local.wordpress.dev,5569979
35878831,Vagrant provisioning on windows failing to parse the Ansible playbook,1251727
35878217,PyCharm Vagrant SSH custom command,4119226
35876255,The DSC provisioner could not be found,574103
35873685,vagrant share expires immediately,581837
35872351,Vagrant hostname that differs from machine name,178910
35868965,How do I set up omnibus builder environment on vagrant centos box using chef?,1889311
35868645,Vagrant port forwarding on windows 10,6034414
35866723,Rspec error  cannot load gem 'capybara' — Inside Vagrant  Ruby 2.0 Rails 3.2,5806198
35859064,virtualbox 5.0.16 memory and disk issue,3825377
35895102,Is there a “python_sitelib” macro in setuptools?,3821298
35856364,Fedora blackout during dnf update [on hold],2629036
35822165,Overflow.Exception crashing my program,5046427
35819562,Installing ffmpeg CentOS 7,4264110
35802475,Find which distrubtion a RPM belongs to ? RHEL or Centos or Suse,1103956
35783702,Editing and repackaging a binary rpm?,4307450
35727116,Building RPM to install .desktop file that contains MimeType,5700808
35712451,How do I get Ansible to install vim-enhanced with yum,560043
35702461,Disable RPM compression,5968555
35670788,RPM upgrade skips file,2873779
35664426,How does yum determine what package is newer with multiple repositories enabled?,4946417
35657198,Couldn't find a already installed package via “rpm -q PackageName”,4770785
35643286,No package s3cmd available,3518613
35878774,Bluemix Deploy Behaviors - Declared Services,6036562
35876860,Can push docker images to Artifactory  but can't pull,3841375
35872457,Handle cookbook version depends on environment,2315104
35857259,Run Bash Script on multiple servers from central location,5893890
35838474,Orion (IBM DevOps Services) : Is it possible to specify ecmaScript parser to 6 or 7?,4781071
35837249,Best DevOps workflow for a client/server project,2507122
35801407,I get error in the log for Cloning into '/tmp/buildpacks/db2heroku-buildpack-php',5981400
35793531,StrongLoop loopback deployment failed,3490411
35778621,Updating to nodejs 4x MEAN stack,3587059
35748794,How to change the active branch on Git repository of IBM DevOps Service?,3886842
35730481,Does the avi networks controller work on VMware Fusion 7 or 8 on OS X?,6004032
35728705,How to install tomcat7 in docker ?,5886954
35723411,Deploy Scala PlayFramework Project to IBM Bluemix,4300810
35707241,Linux system and services information,3723896
15732696,DefaultParser in Apache Commons CLI,931220
17213568,How to log JSON responses in Dropwizard (Jersey),463761
30674958,Ansible include_vars continue if file not found,2838491
19236038,Log4j and Logback FileAppender maxFileSize and maxBackupIndex,2838491
19816278,Renaming groupId in maven,2838491
8884268,Is there a way of only running unit tests in a single module using Eunit in erlang?,1072267
23475081,MongoDB - findAndModify with WriteConcern,2838491
35896693,Vagrant - cache RPM's for faster provision,2838491
20611770,How to fail a Maven build on a missing flag,2838491
19025841,How to update some data in a Listview without using notifyDataSetChanged()?,326849
22354362,How to return parsed data from Volley onResponse?,1468354
23232113,Updating listview after the user clicks item android,2562564
25134132,Android - Using Volley to display a custom listview (send headers with the http request),3909425
25814818,Update Listview visible view (row) from another activity,1507888
26385737,Updating ListView JsonParsing by using Volley,3153551
28051823,Not able to display previous data in listview in android while using notifyDataSetChanged()?,4049583
32619035,Store Volley Request data,5344165
34772301,How can I refresh my ListView using BaseAdapter,5494416
35558566,volley- How do I return the ArrayList from OnResponse Method In Volley,5878011
35895509,Wrong item position into ListView,5826974
35893031,SCA to Listview with OnClickListener not getting the String Value of the cursor,3762945
35893029,I want to take users input &amp; add it to an existing expandable listview. I want to trigger it through a FAB. Help Please?,5353675
35892883,problems getting a specific view from a listView in Android,5103602
35892537,Populate fragment listview with data from database,2631925
35891860,how to drag n drop group position of expandablelistview in android,5973946
35890866,Android SectionIndexer : selection is not giving proper results,1411080
35890348,Scrollview doesn't scroll with 2 listview,5274541
35888273,organize Records in (any suitable Linear layout ) with sections,5828248
35888148,Android Layout: fragment with listview layout is not fullscreen,1411080
35887157,How to select all switch at time when click on one button in customized list view in android?,6002312
35887023,How to use a custom adapter in FirebaseListAdapter,5937717
35893498,android how start new fragment Menu click,5634981
35893461,Android Volley code 400,3297904
35890558,Managing multiple Application classes- Volley + MultiDex,5534549
35889621,Android: Viewpager cannot cast to LinearLayout,4120059
35888111,Android Volley vs AsyncTask | Better Approach?,6038645
35885168,Unexpected response code 500 for my .php/?PHPSESSID=xxxxxxxxxxxxxxxxx,5900508
35884118,Android RecyclerView not updating items,1511958
35883746,android volley sync string requests,6037719
35877984,int org.json.JSONArray.length() on a null object reference,6011904
35877017,Android Volley Post Request for multiple listview from MYSQL unfortunately close,5879490
35874297,Volley and other better android networking libraries,4238310
35870883,Custom ExpandableListView using Volley,5962535
35870090,Passing cookies to server through volley request,1065028
35866317,Not Getting StringRequest Response in VOLLEY,5155422
35859727,How to refresh data in adapter without calling notifyDataSetChanged,3114988
35789636,List is not refreshed after i delete an item in android,5855539
35784935,notifyDataSetChanged() causes Android application to stop,5892469
35746574,Can't solve notifyDataSetChanged error in view Pager?,3467240
35742814,Listview adding items from otherActivity,944919
35728939,In recycler view adapter.notifydatasetchanged not working,4067270
35605075,notifyDataSetChanged from MainActivity,5664595
35596393,getView from Custom Adapter not updating the list items,2475693
35434503,Navigation Drawer items animate only once,3462676
35424232,Issue refreshing a view of a row in recyclerview,1134412
35359959,android ListView: getView not called when notifyDataSetChanged() is set,2459623
35311906,FragmentStatePagerAdapter replacing fragment after get result,5877302
35285375,RecyclerView does not update after add data,5392773
35217090,Android error calling notifyDataSetChanged(),5764460
29461018,Which is more efficient  separate xmls for similar objects or same xml  but settext in oncreate for each?,4721515
35862398,Rotate text 270° in HTML/inlineSVG without fixed height?,155077
35862398,Rotate text 270° in HTML/inlineSVG without fixed height?,155077
35862398,Rotate text 270° in HTML/inlineSVG without fixed height?,155077
35862398,Rotate text 270° in HTML/inlineSVG without fixed height?,155077
35862398,Rotate text 270° in HTML/inlineSVG without fixed height?,155077
716970,Rotating table header text with CSS transforms,905
15002684,How to use CSS Rotate() in TH Table Tags,213926
34400035,Rotate HTML SVG Text by 270 degrees,1678148
10554961,HTML &amp; CSS: manipulating font/text height?,1356483
10653626,Keep div height inline with text that has been rotated,1004174
10975268,position fixed header in html,1033200
12849758,How do I make an HTML footer take up the remaining height of the page without it being fixed or with JS?,535467
20759920,Html table with fixed header column and row without JS,2319030
21624237,How can I align text in the center of a div without using height  line height and padding?,2482234
31486258,Horizontal and vertical center a fixed width/height element in svg,295342
34124316,SVG HTML5 Video with Text Masking is blurring HTML Text outside of SVG in Safari,1258525
35047877,How to Make an SVG Image Dynamically Match the Height (1em) and the Baseline of Surrounding Text?,3477385
35896577,I have an HTML button that's submitting an empty field ever though it shouldn't be,6040367
35896551,why are input values show incorrect?,5726439
35896424,My website works differently in firefox,6004228
35896359,Using bootstrap or anything. How to arrange 4 responsive circles in linear way?,5025242
35896273,dompdf left div on every page  but without it's elements except first page,5198936
35896238,Possible to set width as auto in this?,440646
35896190,Hyphens: auto do not break pseudo words like *************** [duplicate],330242
35896187,How to make a chrome extension that opens a popup menu with multiple buttons that open links in a new tab?,6040308
35896005,Html5 form validation dont display error with data slide,6007939
35895974,Is it possible to assign itterating property values to selected entities with a single declaration?,2962323
35895888,open a div by clicking over an image in whole page,5017179
35895869,Style object to string,1274678
35895858,Linking a folder with texture,6022989
35895779,Using Javascript to add a sidebar and change padding on some HTML pages,6040109
35895766,HTML Adding An Element With JQuery Properties Using JavaScript,3464777
35895746,How to place a div exactly on top of bottom div?,1788736
35895343,JSP page posting form even though it shouldn't - validation error?,2868900
35895192,auto number with select list,4657139
35894812,I have a button trying to run a alert but it wont work?,6027060
35894392,Firebase authAnonymously AUTHENTICATION_DISABLED,1264375
35894066,How to pass attributes to help implement a custom element?,4982809
35893985,What's the proper way to use global variables in NODEJS?,4589466
35893855,c# - How to save input type date value after submit,5878263
35893834,HTML5 drag and drop not working in Windows.UI.Xaml.Controls.WebView,901334
35893519,Cordova iOS 9.2 - photo capture,2394732
35893447,Why is my h2 element the wrong color?,6035846
35893406,all video formats are not working in html5 video tag,3711017
35892952,bootstrap file upload validation not working,5612873
35895534,Unidirectional dynamic transition for css filter,5902649
35895303,Footer not showing full width despite class=“container-fluid”,3872557
35894592,Text and images get blurred in chrome on transform scaling with an animated object on the page,1732336
35894162,The break-inside CSS property is not able to handle box-shadow,3001704
35894137,what does thus line of code do?,6035464
35893080,Motion UI on Page Load Not Working,3937783
35892859,Label in Textbox if value filled (on AJAX Submit or in general),1362858
35892573,Blank space at bottom of page outside the html tags on mobile after giving a width that exceeds 100% to an element,6039426
35890898,Do a tab table with images instead of text in the header,5256760
35890302,Font size transition not smooth on mobile devices,4102655
35889768,Text width adjusting,3257103
35889328,Animation with linking items using CSS [on hold],3556197
35889175,Child's height restricted to parent's remaining space,6038803
35893884,Drawing a curved dashed line SVG on scroll,1407471
35893727,Add dashed border around svg text on click,4305935
35893496,Positioning overlapping SVGs inside a block element,1907217
35892439,Insert SVG into Component,1712789
35890562,coordinates conversion during dwg to svg conversion,6034498
35886706,SVG images scaling down to a container in Internet Explorer,5733557
35886513,SVG opacity doesn't work in Safari,5997086
35886362,how to automatically calculate arc lengths and group in radial bundling,3320430
35882971,A base64 image in svg does not display at the first time,4485108
35881607,Three.js SVG wrap custom font not working,6037151
35881550,How can I reference an embedded SVG path for a div “shape-outside” attribute?,1757756
35881435,Changing a line dimensions in svg with jquery,6037155
35880879,SVG letter R for eyechart,4973108
3404975,LEFT OUTER JOIN in LINQ,410425
3133199,.NET Global exception handler in console application,155077
614818,What is the difference between Public  Private  Protected  and Nothing?,54197
3907879,SQL Server: Howto get foreign key reference from information_schema?,155077
4239645,Does the Razor View Engine work for Mono?,69742
19356439,LEFT JOIN in LINQ to entities?,155077
6328713,URLs with slash in parameter?,155077
14972816,How to disable Constraints for all the tables and enable it?,2023911
4121803,How can I use grep to find a word inside a folder?,454660
19356439,LEFT JOIN in LINQ to entities?,155077
35896684,How to hide the existing data and display the Error message,6036107
35896684,How to hide the existing data and display the Error message,6036107
35896684,How to hide the existing data and display the Error message,6036107
35896684,How to hide the existing data and display the Error message,6036107
9682092,How does data binding work in AngularJS?,168367
12895554,$exceptionHandler to show error message on page,1747016
15316363,How to display length of filtered ng-repeat data,1907800
26011353,How to display “No data” message using AngularJS?,1163710
27100884,How can I have a field show an asterisk with title attribute set to an error message with AngularJS?,975566
28029420,How to display xml2json data,3919120
28157377,How to display server errors in Angularjs with ng-messages,400626
29860420,AngularJS async validation makes error messages flicker,4748214
34627034,How to compare input data and display error message?,5059258
35401663,Display custom error ngMessage,5534947
35896314,angular routes are in history but browser back jumps to first entered url,541949
35896228,AngularJS $resource error if number is parameter,2219056
35896188,karma + jasmine + angular + http GET's on every test,3033234
35896147,AngularJS dynamic table - RESTfull data,3782400
35896084,Make one column of a Bootstrap row scrollable,4512801
35896028,Trouble making a back end call through Angular service,5796419
35895931,Angularjs - Can you define types inside your controller?,5061267
35895823,How to start TDD in angularJS? (best courses),4539135
35895634,AngularJS variable not changing back in controller,6040157
35895527,Extend Angular-UI Datepicker directive,1866676
35895525,Convert base64 to image file in AngularJS,1213807
29528918,Angular ng-change or ng-click for select can't work,4192322
35896683,Disable navigation during powerpoint presentation,2295370
35896683,Disable navigation during powerpoint presentation,2295370
35896683,Disable navigation during powerpoint presentation,2295370
35896683,Disable navigation during powerpoint presentation,2295370
1050437,C# Powerpoint SlideShowEnd problems,47351
8712311,How to invoke an action during powerpoint slideshow programmatically?,448430
15725908,How can I embed a PowerPoint presentation into a WPF application without opening another window?,506488
15770958,Corrupted PPTX file when using OpenXML to create PowerPoint presentation,2236700
23361864,Controlling Powerpoint presentations in iOS,394364
24266603,How to set the transparency key on a PowerPoint window?,3748924
25812112,Putting all slides of powerpoint presentation into Widescreen mode using C#,2987066
26385512,Programmatically generated PowerPoint presentations break PowerPoint 2013,1632265
30371583,PowerPoint next slide not shown,1417942
32582433,Converting powerpoint presentations (ppt/x) to PDF without Interop,1759845
35893902,Converting MSaccess colors to RGB in VBA,5469176
35877213,Embed and Edit a PowerPoint presentation in Cordova apps for Windows,1228581
35875719,VBA for shrinking the font in PowerPoint when text overflows,6035935
35873699,How to determine the content of an Office content type of an saved Document?,233792
35870413,adding internal workbook to PP chart,1548483
35864935,PowerPoint VBA  “For each” troubleshooting help (with copy pasting),6002622
35851592,Setting color of pie chart slices and legend,164282
35848670,Python Insert Image into the middle of an existing PowerPoint,2354262
35842795,VBA how to copy images / inline shapes from Word to powerpoint,5988856
35831835,PowerPoint: Autosaved versions disappear after saving file,86828
35796694,Change the slide name automatically [closed],6018390
35781689,Animated presentation,4464796
35778175,How to save a particular PowerPoint slide as an htm with macros,6014432
35769240,Create web presentation with animations from powerpoint file,4004025
28566667,Use an updated field to update another one,2295370
29127194,Return in a function called by jquery.ajax,2295370
29210886,JQuery .animate() Menu Slides Back,4387199
16085287,PhoneGap and Google Map,2295370
22407934,How to use camera on ARToolKITPlus,2295370
22436895,OpenCV + ARToolkit,2295370
35896682,Elasticsearch / Marvel search rate,1428554
35896682,Elasticsearch / Marvel search rate,1428554
35896682,Elasticsearch / Marvel search rate,1428554
35896682,Elasticsearch / Marvel search rate,1428554
21525350,Elasticsearch Marvel - Turn off logging,1218285
21880707,Elasticsearch Marvel not collecting Windows OS stats,881586
24540318,Elasticsearch slow response time,1389448
25831518,Elasticsearch bad indexing time,693474
28714314,How to put a datetime range to Elasticsearch Marvel URL,609635
30094957,Marvel cannot connect to an Elasticsearch node,4385707
30361859,How do you configure elastic search marvel to send its data to different cluster,2700814
31146700,Is there a shortcut to comment out multiple lines in Marvel Sense?,1418154
34617001,Multiple Elasticsearch cluster for Marvel monitoring in Kibana,1428554
35157338,marvel index creation fails and brings down the elasticsearch cluster,4846590
35896435,Modifying Elasticsearch index with Logstash output,4324409
35896269,Elasticsearch  Kibana group by/aggregate documents,1864614
35895198,fuzzy match query unexpected results,492482
35894575,Fuzzify existing ElasticSearch Java API query,1035411
35893748,Can I query two graylog nodes from the same web server using separate ES Backends,2774776
35893691,How to add two different fields using timelion,595169
35893586,elasticsearch-py search returns list objects when fields option is used in query,6039633
35892031,Elasticsearch Hive performance,1329423
35890396,Why people often use a database like Redshift together with an ElasticSearch purely for analytics / reporting queries?,133405
35890149,Elastic Search Bool Query vs Lucene Query performance,1413470
35889565,kibana filter by absent substring,1007043
35889477,Problems connecting to existing ElasticSearch instance in a spring boot application,4969198
35888896,ElasticSearch: exact has lower score than partial match,3293450
35887978,Spark - ElasticSearch Index creation performance too slow,2717674
35476196,It appears that we have not received any data for this cluster?,5324031
35251459,ElasticSearch indexing crash,4196220
35180199,Elasticsearch 2.2 : Cant install marvel plugin,2334092
34800768,Marvel license issue. Clusters grayed out,4576839
34651477,Elasticsearch 2.1: Cannot install Marvel into Kibana,2425177
34634528,ES screenshot in automated mail,5752419
33751474,How many nested query in elasticsearch?,243072
33749002,How to execute Elasticsearch query in Marvel 2.0 plugin?,5122944
33733253,ElasticSearch Error (No such file exception),2600283
33720475,elasticsearch marvel installation on windows,5324120
33716931,how to configure marvel on found,3409405
33649751,issue with marvel and watcher on elastic found,3409405
19277306,Jersey Joda Time ISO 8601 parameter in urlencoded form,1428554
10834991,Ghostscript: Convert PDF into CMYK EPS,1428554
26972383,mod-security: warning  not blocking,776456
34957036,How can i create custom function in default.vcl varnish?,1351639
32585717,Could something in my page http header be breaking varnish?,1814446
34830086,Elasticsearch bool query with filter,5799229
35449723,Varnish  What is causing hit-for-pass?,1443507
35632607,Is the HTTP method PURGE idempotent in Varnish?,4317945
25202859,Mod Security2 deactivation rule only from a specified IP address,3922124
29265693,solr performance with ram size variation,2530846
35896679,Recreate database in Play with evolution for each test in OneAppPerTest,4033626
35896679,Recreate database in Play with evolution for each test in OneAppPerTest,4033626
35896679,Recreate database in Play with evolution for each test in OneAppPerTest,4033626
35896679,Recreate database in Play with evolution for each test in OneAppPerTest,4033626
8619070,GroovyTemplate of test runner throws exceptions and won't show error detail,81698
22273900,Play WebSocket client for load testing another play websocket server app,2066049
26113181,Changes to build.sbt to enable ScalaTest tests to run with Scala Play,1263473
27642078,evolutions against test mysql database with scala play specs2,1769997
29754933,ScalaTest Plus not recognizing tests,3411427
30919891,Why my Functional Test on Play failing occurs stack unwinding instead point out which assertion failure?,2210478
32911325,has ScalaTest an or matcher  testing with PlaySpec Playframework and Scala,2853555
33489440,Scala Play 2.4 how to test action composition (using action builder and action filter),1012689
34468529,Getting Guice Could not find a suitable constructor in play.core.ObjectMapperPlugin after upgrading Play 2.4.3,5717810
34621514,Functional Tests in Play 2.4.6 when using compile time DI,508064
35896211,ProvisionException: Unable to provision,3354205
35896196,Flatten an RDD - Nested lists in value of key value pair,1407161
35896128,Play logging system,3122885
35895638,[Spark]: Using compiled jar copy of Spark in Jupyter,3812967
35895329,Can not access field with sorm,3122885
35893605,Launching and reloading Jetty from within IntelliJ IDEA (Scala  SBT),970952
35892377,Spark Streaming: join back to original stream after UpdateStateByKey,4440615
35891992,Unable to run Scala code in eclipse,3447753
35891864,Schedule a scala file using oozie?,2783539
35891487,Explode a DataFrame of array&lt;array&lt;string&gt;&gt; created from json and add headers,4661537
35891395,How can I ask sbt-buildinfo to run only at (re)load time and not compile time?,390581
35891192,What scala expects as a value when it's method accepts '?0' as argument type?,5740146
35890797,scala type conversion using implicit -&gt; enforce type checks,1983029
35896734,Execution exception[[InvocationTargetException: null]] when executing the tests in Linux/OSX denvironment using Play Framework Java,1405337
35890591,Retrieve one entity from the database,3122885
35890320,Following service and dao layer approach in play framework will reduce play's main features?,5934930
35889313,Integrating reCaptcha on Play 2.x Java,1804317
35887434,Play Framework Compile Error: } expected but eof found,3367128
35887124,Play framework Application instrallation,5750597
35886970,How can I configure subprotocol for Netty io?,5930834
35879978,Play Framework - debug &amp; release configurations?,1003665
35872834,Play Framework form example in Java,5616877
35872650,No suitable driver for H2 Database,3122885
35872352,return content from S3 in Playframework 2.5 (scala),563960
35877557,Flag a test as broken in scalatest,2299958
35863430,Custom sbt task to run tests by tag,950424
35862833,Dynamically test generating in Java or Scala,4054598
35799298,Playframework Scala dinamically setup routes for scalatest,2853555
35776653,Play 2.3 FakeApplication mode not setting in test?,1808164
35751966,Spark Unit Testing: How to initialize sc only once for all the Suites using FunSuite,3417179
35736122,Tagging lots of tests at once in ScalaTest,735284
35704815,WatchService not working in integration tests,1026224
35628510,Implicit type compilation error although declared,2028023486
35528654,odd isInstanceOf behavior in Scala,735284
35527660,Little confused on the usefulness of beforeAll construct in ScalaTest,639536
35523577,Scala - Is there a way to mock trait  extended by companion object?,5166143
35523333,How to run all scalatest of a multi-modules sbt with intellij?,1206998
35522314,Selenium and scalaTest error,5767945
35694836,How to change configuration in play dynamically via JMX,4033626
35859608,Gatling - Check multiple values with JsonPath,4033626
28691450,Scala Standalone WS with Authentication,4033626
31826852,error from slick in play scala,4033626
31944184,upload an file an save to database via slick,4033626
32109910,How to mock method in extended trait with Mockito,4033626
2894862,Scala Map conversion,323602
28670605,How can I correctly parse a String to Parser[Map[String Any]] in Scala?,427525
29138547,How to configure eclipse for Scala?,1641556
20251105,Are there any plugins for generating API documentation for Play 2.x?,863351
35896677,ORDER BY FIELD in mongoDB [duplicate],2520670
35896677,ORDER BY FIELD in mongoDB [duplicate],2520670
35896677,ORDER BY FIELD in mongoDB [duplicate],2520670
35896677,ORDER BY FIELD in mongoDB [duplicate],2520670
3305561,How do I query mongodb with “like”?,342235
21800849,Mongodb query modulo with dynamic field,231925
23283174,Mongodb sorting order,1925955
23331811,How to check order of Array element in Mongodb?,854054
30280646,How to use fields in query evaluated criteria expressions in Mongodb?,2905072
32519317,MongoDB : OrderBy a specific field in an array,3767408
32802874,MongoDB: Several fields to a list,3276768
34763989,How to create an index on the “name” field of a document in mongodb,5761750
35456493,MongoDB: Performing actions on a field of a collection,2714145
35876709,MongoDB Set Field with Wildcards,2635784
35896044,Mongorestore max file size,5421418
35895872,Cant Mock my Get() function from my repository - MongoDB.Driver 2.2.3,6040204
35895550,How do I get a list of react.js routes from a database?,4356630
35895252,How to perform a conditional upsert in MongoDB,5873396
35894245,Insert in MongoDB with Spring backend issue?,5980993
35894189,How to pass json from c# to mongodb stored js,6039794
35893904,How to persist custom user layout on website?,3972894
35893292,insert date with constant timezone in mongoose from different country,4622361
35893099,Cut and paste the array elements in most efficient way,1653693
35892903,Inserting multiple documents into mongodb using one call in Meteor,1927589
35890999,Update multiple nested fields mongo,1744914
35889780,Sort the array in the document with MongoDB,3402508
35888447,Running mongodb $geoWithin without a [long lat] array,3890478
35885180,MongoDB get document of current date,4160965
35877165,_id projections in string format,960097
35874816,Extract MongoDB hash _id in string format,960097
35873206,faster way to query on mongodb with aggregate framework,6035266
35872722,MongoDB aggregate group by project and then sum of weeks hours,5429496
35867468,Finding second highest value from record in mongodb,6032876
35861507,find the documents with distinct and sorting in mongoDB?,5730186
35861084,how to find second highest value in aggregate mongodb,6032876
35859851,How to improve this aggregate with many $projects,2183008
35896675,Get Xampp to use localhost instead of localhost and the port (localhost:1234),5898824
